year,Nostra AI V5.246,Bitcoin passif,Allocation constante 50 %,Momentum 30 j,Momentum 60 j,Momentum 90 j,Momentum 180 j,Momentum 270 j,Moyennes mobiles 50/200,Ciblage de volatilité 14 j,Ciblage de volatilité 30 j,HMM gaussien 3 états
2020,1.014816888348209,2.0995528986749763,0.8033339229806034,1.8058195218954367,1.8124887629738158,1.4949689926133658,0.8861678207976913,0.0,0.5868509023192734,1.5595835445942545,1.595692655765062,0.0
2021,0.9344737670114132,0.5978952157803306,0.37167409967711684,0.8320961473988218,1.312486912473398,0.4496622493468714,0.12089877130033799,0.02843019655553647,0.17234695151305535,0.42359284374451955,0.3327365332432637,0.0
2022,-0.10086882731698488,-0.6420705572611564,-0.36975956122909626,-0.422501716335154,-0.46864647543418003,-0.3560919202091505,-0.18259650371681801,-0.15060711577296382,-0.07063688349702124,-0.5500515576535967,-0.6029479045228114,-0.44484114865022284
2023,0.8272665604532492,1.5560728793887457,0.6375446563176639,1.558961271845356,1.0315397383668663,0.5677398423299829,0.4431818898891382,0.7492397368708328,0.35347766679431514,1.3343397261472205,1.3663952073272703,0.7428673186229517
2024,0.9223428672487384,1.2130576455447022,0.5404675994249293,0.3100096605360254,0.554419613523347,0.9523292611853662,0.9015028340233224,1.2130576455446986,0.9177034274291866,1.0984178451639974,1.2192825822815876,0.5913571688133414
2025,0.05692926242752394,-0.06334722578437879,-0.01101213656314426,-0.06020755290395874,0.04075787401377062,0.12964241750539296,0.00993114319954791,-0.03453729479184331,-0.2914850388817688,-0.05981228017115425,-0.06803066358139687,-0.11391665694203235
2026,-0.011301710194349668,-0.2320665496686607,-0.11178575807141589,-0.2085953223752015,-0.11854408695382634,-0.16472457701779752,0.0,0.06606793783148213,0.0,-0.24628069699932775,-0.23104675942798392,-0.10623679774193517
